CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
SRJ,7442,San Borja,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-14.8582125,-66.7474736,
SRK,7443,Siorapaluk,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,77.7854283,-70.6333799,
SRL,7444,Santa Rosalia,MX,,Mexico,MEX,NAME,,North America,AM,America,1,31.118,-112.0835,
SRM,7445,Sandringham,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-37.96741225,145.0353025,
SRN,7446,Strahan,AU,AUTAS,Australia,AUS,OCEA,Tasmania,Oceania,OC,Oceania,1,-42.1525389,145.3282194,
SRO,7447,Santana Ramos,CO,,Colombia,COL,SAME,,South America,AM,America,1,2.2411227,-75.1149613,
SRP,7448,Stord,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,59.82502055,5.48837064,
SRQ,7449,Sarasota,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,27.397754,-82.5321174,
SRR,7450,Stradbroke Isl,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-27.38591,153.11843,
SRS,7451,San Marcos,CO,,Colombia,COL,SAME,,South America,AM,America,1,8.6618609,-75.1307644,
SRT,7452,Soroti,UG,,Uganda,UGA,SAFR,,Subsaharan Africa,AF,Africa,1,1.7139501,33.6112948,
SRU,7453,Santa Cruz,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,41.63279175,-83.50583748,
SRV,7454,Stony River,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.78166,-156.59052,
SRW,7455,Salisbury,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,61.1316456,-149.7819589,
SRX,7456,Sert,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,37.50985,15.10163,
SRY,7457,Sary,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,37.4816858,45.1813448,
SRZ,7458,Santa Cruz,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.5284384,-64.3010213,
STX,7459,Saint Croix,VI,,US Virgin Islands,VIR,CRBN,,Caribbean,AM,America,1,17.73308,-64.76598,
SSC,7460,Sumter,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,42.2921994,-71.35873313,
SSD,7461,San Felipe,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.97298505,-74.80974834,
SSE,7462,Sholapur,IN,INMAH,India,IND,SASI,Maharashtra,South Asia,AS,Asia,1,17.65809,75.90678,
SSG,7463,Malabo,GQ,,Equatorial Guinea,GNQ,SAFR,,Subsaharan Africa,AF,Africa,1,3.741877,8.7740663,
SSH,7464,Sharm el Sheikh,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,27.8644422,34.295447,
SSJ,7465,Sandnessjoen,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,66.0215451,12.6317232,
SSK,7466,Sturt Creek,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-19.3099291,127.7114291,
SSL,7467,Santa Rosalia,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.8328717,-74.1194519,
SSO,7468,Sao Lourenzo,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-21.41353,-45.95912,
SSP,7469,Silver Planes,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-26.40214,153.10547,
SSQ,7470,La Sarre,CA,CA_QC,Canada,CAN,NAME,Quebec,North America,AM,America,1,48.8000956,-79.2010223,
SSR,7471,Arongbwaratu,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-15.3807669,166.888031,
SSS,7472,Siassi,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.866667,148,
SST,7473,Santa Teresita,AR,AR_BA,Argentina,ARG,SAME,Buenos Aires,South America,AM,America,1,-34.6507072,-59.4136122,
SSV,7474,Siasi,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,5.5451683,120.8151131,
SSW,7475,Stuart Island,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,47.69252,-121.94383,
SSX,7476,Singita Game Reserve,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-24.7673111,31.4617043,
SSY,7477,M'Banza Congo,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-6.2678204,14.2417957,
SSZ,7478,Santos,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.9335988,-46.3286399,
STA,7479,Stauning,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,55.9622311,8.3722636,
STB,7480,Santa Barbara Ed,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,8.41913,-71.78544,
STC,7481,Saint Cloud,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,40.9125517,-74.23985047,
STD,7482,Santo Domingo,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.2498281,-67.2069597,
STE,7483,Stevens Point,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,44.52412,-89.57479,
STF,7484,Stephen Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-10.57968,142.20913,
STG,7485,Saint George Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,56.60138,-169.54705,
STH,7486,Strathmore,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-37.7333202,144.9182433,
STI,7487,Santiago,DO,,Dominican Republic,DOM,CRBN,,Caribbean,AM,America,1,19.4503932,-70.6909047,
STJ,7488,Saint Joseph,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,39.7666,-94.85607,
STK,7489,Sterling,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,40.6266,-103.2064,
STM,7490,Santarem,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-2.438489,-54.699611,
STP,7491,Saint Paul,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,28.79558185,-96.05217657,
STQ,7492,Sainte Marys,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,41.42803,-78.56139,
STR,7493,Stuttgart,DE,DEBAD,Germany,DEU,WEUR,Baden Wurttemberg,Western Europe,EU,Europe,1,48.7784485,9.1800132,
STS,7494,Santa Rosa,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,38.89536175,-84.30744353,
SUJ,7495,Satu Mare,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,47.7891763,22.8725598,
STV,7496,Surat Gujarat,IN,INGUJ,India,IND,SASI,Gujarat,South Asia,AS,Asia,1,21.1536,72.77986,
STW,7497,Stavropol,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,45.0433245,41.9690934,
STY,7498,Salto,UY,,Uruguay,URY,SAME,,South America,AM,America,1,-31.38889,-57.9608876,
STZ,7499,Santa Teresinha,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-12.769576,-39.5231401,
SUA,7500,Stuart,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,-14.27804165,-170.6330243,
SUB,7501,Surabaya,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.2459717,112.7378266,
SUD,7502,Stroud,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,18.1629389,-66.1636686,
SUE,7503,Sturgeon Bay,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,37.9565104,-80.2095136,
SUG,7504,Surigao,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,9.7905028,125.4935697,
SUH,7505,Sur,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,22.5694263,59.5297203,
SUI,7506,Sukhumi,GE,,Georgia,GEO,EEUR,,Central/Eastern Europe,EU,Europe,1,43.0033629,41.0192741,
SUK,7507,Batagay-Alyta,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,67.799362,130.403229,
SUL,7508,Sui,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,28.6120661,69.3100517,
SUN,7509,Hailey,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,37.919279,-81.1698244,
SUO,7510,Sunriver,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,43.87387,-121.44557,
SUP,7511,Sumenep,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.006745,113.8598666,
SUQ,7512,Sucua,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-2.4560109,-78.1727383,
SUR,7513,Summer Beaver,CA,CA_ON,Canada,CAN,NAME,Ontario,North America,AM,America,1,52.75012,-88.5124,
SUT,7514,Sumbawanga,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-7.9523861,31.6231898,
SUU,7515,Fairfield,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,38.24924,-122.0443,
SUV,7516,Suva,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-18.1415884,178.4421662,
SUW,7517,Superior,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,46.65975,-92.1735,
SUX,7518,Sioux City,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.4999,-96.42086,
SUY,7519,Suntar,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,62.157455,117.646332,
SUZ,7520,Suria,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
SVA,7521,Savoonga,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.69398,-170.48413,
SVB,7522,Sambava,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-14.254956,50.1556533,
SVC,7523,Silver City,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,38.4815788,-86.5687837,
SVD,7524,Saint Vincent,VC,,Saint Vincent and the Grenadines,VCT,CRBN,,Caribbean,AM,America,1,13.2528848,-61.19494621,
SVE,7525,Susanville,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,40.4157,-120.64983,
SVF,7526,Save,BJ,,Benin,BEN,SAFR,,Subsaharan Africa,AF,Africa,1,8.0320548,2.4842293,
SVG,7527,Stavanger,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,58.9699675,5.7318101,
SVH,7528,Statesville,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,35.78598,-80.88903,
SVI,7529,San Vicente del Caguan,CO,,Colombia,COL,SAME,,South America,AM,America,1,2.1131213,-74.7697347,
SVJ,7530,Svolvaer,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,68.2321709,14.5646019,
SVK,7531,Silver Creek,BZ,,Belize,BLZ,CAME,,Central America,AM,America,1,16.2807196,-88.89010249,
SVL,7532,Savonlinna,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,61.8689933,28.8797178,
SVM,7533,Saint Paul's Mission,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-27.4557,153.0319,
SVP,7534,Kuito,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-12.3831319,16.9425484,
SVR,7535,Savissivik,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,76.0196363,-65.1142961,
SVS,7536,Stevens Village,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.004,-149.08619,
SVT,7537,Savuti,BW,,Botswana,BWA,SAFR,,Subsaharan Africa,AF,Africa,1,-18.4721774,24.6214083,
SVU,7538,Savusavu,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-16.7802184,179.3328955,
SVV,7539,San Salvador De,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,13.69266,-89.20173,
SVW,7540,Sparrevohn,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.29973,-134.40679,
SVX,7541,Yekaterinburg,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,56.839104,60.60825,
SVY,7542,Savo,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.1319101,159.8114666,
SVZ,7543,San Antonio del Tachira,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,7.809267,-72.4444077,
SWB,7544,Shaw River,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-38.1594881,142.1027351,
SWC,7545,Stawell,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-37.0586869,142.7745476,
SWD,7546,Seward,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,31.38371375,-103.4706291,
SWE,7547,Siwea,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.2852205,147.5821187,
SWF,7548,Newburgh,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,41.49994,-74.01023,
SWG,7549,Satwag,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.138181,147.2785974,
SWH,7550,Swan Hill,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-35.3390784,143.5588436,
SWJ,7551,South West Bay,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,13.33273,-81.38877,
SWL,7552,San Vicente,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,17.5939099,120.3746171,
SWM,7553,Suia-Missu,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-20.48833,-54.61452,
SWN,7554,Sahiwal,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,30.6715098,73.1110572,
SWO,7555,Stillwater,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,36.11665,-97.05863,
SWP,7556,Swakopmund,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-22.6767841,14.5313988,
SWQ,7557,Sumbawa Besar,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.489863,117.4195965,
SWR,7558,Silur,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.5264034,153.0504881,
SWS,7559,Swansea,GB,GBWAL,United Kingdom,GBR,NEUR,Wales,Northern Europe,EU,Europe,1,51.6195955,-3.9459248,
SWT,7560,Strezhevoy,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,60.732758,77.600807,
SWV,7561,Evensk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,61.919209,159.235931,
SWW,7562,Sweetwater,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.47459,-100.39899,
SWX,7563,Shakawe,BW,,Botswana,BWA,SAFR,,Subsaharan Africa,AF,Africa,1,-18.363276,21.839848,
SWY,7564,Sitiawan,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.2162318,100.6951901,
SXA,7565,Sialum,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.0826771,147.5935857,
SXB,7566,Strasbourg,FR,FRALS,France,FRA,WEUR,Grand-Est,Western Europe,EU,Europe,1,48.584614,7.7507127,
SXC,7567,St-Chamond,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.4748298,4.5098046,
SXD,7568,Sophia Antipolis,FR,FRPRO,France,FRA,WEUR,Provence Alpes Cote d'Azur,Western Europe,EU,Europe,1,43.6195225,7.0518158,
SXE,7569,Sale,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-38.1094463,147.0656717,
SXG,7570,Senanga,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-16.104099,23.301807,
SXH,7571,Sehulea,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
SXI,7572,Sirri Island,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,25.9127978,54.52491095,
SXJ,7573,Shanshan,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,42.8762365,90.2168269,
SXK,7574,Saumlaki,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.9741711,131.3048761,
SXL,7575,Sligo,IE,,Ireland,IRL,NEUR,,Northern Europe,EU,Europe,1,54.2720696,-8.4751357,
SXM,7576,Sint Maarten,SX,,Sint Maarten,SXM,CRBN,,Caribbean,AM,America,1,18.03791,-63.06418,
SXN,7577,Suapan,BW,,Botswana,BWA,SAFR,,Subsaharan Africa,AF,Africa,1,-25.96436,28.21164,
SXO,7578,Sao Felix Do Araguaia,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-11.6170646,-50.6667246,
SXP,7579,Sheldon Point,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,35.94601,-78.6913,
SXQ,7580,Soldotna,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.48887,-151.0546,
SXR,7581,Srinagar,IN,INJAM,India,IND,SASI,Jammu & Kashmir,South Asia,AS,Asia,1,34.0747444,74.8204443,
SXS,7582,Sahabat 16,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,1.50985,103.74991,
SXT,7583,Taman Negara,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.8158788,113.779742,
SXU,7584,Soddu,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,8.9,36.93333,
SXV,7585,Salem,IN,INTAM,India,IND,SASI,Tamil Nadu,South Asia,AS,Asia,1,11.6549142,78.1584923,
SXW,7586,Sauren,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.9678531,148.8537166,
SXX,7587,Sao Felix Do Xingu,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-6.6386974,-51.9787582,
SXY,7588,Sidney,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,42.31297,-75.38934,
SXZ,7589,Siirt,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,37.9273623,41.94218,
SYA,7590,Shemya,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.713,-151.37515,
SYB,7591,Seal Bay,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,41.07057365,-85.20210053,
SYC,7592,Leon Velarde,PE,,Peru,PER,SAME,,South America,AM,America,1,36.16355,-105.96748,
SYE,7593,Sadah,YE,,Yemen,YEM,MIDE,,Middle East,AS,Asia,1,14.214582,44.489938,
SYF,7594,Silva Bay,CA,CA_BC,Canada,CAN,NAME,British Columbia,North America,AM,America,1,49.1506584,-123.6965025,
SYG,7595,Svalbard,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,78.75,20.35,
SYH,7596,Syangboche,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.811865,86.710861,
SYI,7597,Shelbyville,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,35.48337,-86.45993,
SYJ,7598,Sirjan,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,29.4458687,55.6704717,
SYK,7599,Stykkisholmur,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,65.0742584,-22.7302954,
SYL,7600,San Miguel,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.7423967,-118.1055926,
SYM,7601,Pu'er,CN,CNYUN,China,CHN,NEAS,Yunnan,North East Asia,AS,Asia,1,22.8272471,100.9650146,
SYN,7602,Stanton,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,44.47184,-93.02367,
SYO,7603,Shonai,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,38.8499339,139.9042443,
SYP,7604,Santiago,PA,,Panama,PAN,CAME,,Central America,AM,America,1,8.0989867,-80.9803978,
SYR,7605,Syracuse,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,43.05042,-76.14738,
SYS,7606,Saskylakh,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,71.9649533,114.0939433,
SYT,7607,Saint Yan,FR,FRBUR,France,FRA,WEUR,Burgundy,Western Europe,EU,Europe,1,46.4116528,4.0390288,
SYU,7608,Sue Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-10.2078795,142.8236892,
SYV,7609,Sylvester,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,31.53031,-83.83535,
SYW,7610,Sehwen Sharif,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,35.3619071,73.22160107,
SYX,7611,Sanya,CN,CNHAN,China,CHN,NEAS,Hainan,North East Asia,AS,Asia,1,18.2534658,109.5034392,
SYY,7612,Stornoway Outer Stat Hebrides,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,58.21354,58.1328545,
SYZ,7613,Shiraz,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,29.6060218,52.5378041,
SZA,7614,Soyo,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-6.1333775,12.3717548,
SZC,7615,Sarfannguaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,66.8977029,-52.8606307,
SZE,7616,Semera,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,11.7923098,41.0089155,
SZF,7617,Samsun,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,41.2946149,36.3320596,
SZG,7618,Salzburg,AT,,Austria,AUT,WEUR,,Western Europe,EU,Europe,1,47.7981346,13.0464806,
SZI,7619,Zaisan,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,47.987953,84.04549624,
SZJ,7620,Siguanea,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,21.6063441,-82.9441984,
SZK,7621,Skukuza,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-24.9936099,31.5914391,
SZL,7622,Warrensburg,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,38.77122,-93.7412,
SZM,7623,Sesriem,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-24.4871301,15.7984921,
SZP,7624,Santa Paula,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.35215,-119.05958,
SZQ,7625,Saenz Pena,AR,AR_BA,Argentina,ARG,SAME,Buenos Aires,South America,AM,America,1,-31.7408362,-60.5265299,
SZR,7626,Stara Zagora,BG,,Bulgaria,BGR,EEUR,,Central/Eastern Europe,EU,Europe,1,42.4248111,25.6257479,
SZS,7627,Stewart Island,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-46.9867197,167.882138,
SZU,7628,Segou,ML,,Mali,MLI,SAFR,,Subsaharan Africa,AF,Africa,1,13.441518,-6.268147,
SZV,7629,Suzhou,CN,CNANH,China,CHN,NEAS,Anhui,North East Asia,AS,Asia,1,31.3016935,120.5810725,
SZW,7630,Schwerin,DE,DEMEC,Germany,DEU,WEUR,Mecklenburg Vorpommern,Western Europe,EU,Europe,1,53.6288297,11.4148038,
SZY,7631,Szymany,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,53.6286512,22.5073271,
SZZ,7632,Szczecin,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,53.4301818,14.5509623,
TAA,7633,Tarapaina,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.6188478,160.1732178,
TAB,7634,Tobago,TT,,Trinidad and Tobago,TTO,CRBN,,Caribbean,AM,America,1,11.24046155,-60.67200598,
TAC,7635,Tacloban,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,11.2436208,125.0079543,
TAD,7636,Trinidad,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,38.3334333,-81.4942863,
TAE,7637,Daegu,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,35.8713,128.6018,
TAG,7638,Panglao,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,9.5791851,123.7452642,
TAH,7639,Tanna Island,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-19.4975548,169.347641,
TAI,7640,Taiz,YE,,Yemen,YEM,MIDE,,Middle East,AS,Asia,1,13.5752242,44.0215268,
TAK,7641,Takamatsu,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.3425592,134.0465338,
TAL,7642,Tanana,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.17146,-152.07629,
TAM,7643,Tampico,MX,,Mexico,MEX,NAME,,North America,AM,America,1,22.2157619,-97.8577713,
TAN,7644,Tangalooma,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-27.1777219,153.3735005,
TAO,7645,Qingdao,CN,CNDON,China,CHN,NEAS,Shandong,North East Asia,AS,Asia,1,36.0638034,120.3781372,
TAP,7646,Tapachula,MX,,Mexico,MEX,NAME,,North America,AM,America,1,14.9042905,-92.2609265,
TAQ,7647,Tarcoola,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-30.72252835,134.5668096,
TAR,7648,Taranto,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,40.4712427,17.2432278,
TAS,7649,Tashkent,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,41.3123363,69.2787079,
TAT,7650,Poprad,SK,,Slovakia,SVK,EEUR,,Central/Eastern Europe,EU,Europe,1,49.0541521,20.2976401,
TAU,7651,Tauramena,CO,,Colombia,COL,SAME,,South America,AM,America,1,5.013414,-72.7507084,
TAV,7652,Tau,AS,,American Samoa,ASM,OCEA,,Oceania,OC,Oceania,1,-14.24622,-169.48826,
TAW,7653,Tacuarembo,UY,,Uruguay,URY,SAME,,South America,AM,America,1,-31.7110183,-55.9788762,
TAX,7654,Taliabu,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-1.83147585,124.8299791,
TAY,7655,Tartu,EE,,Estonia,EST,EEUR,,Central/Eastern Europe,EU,Europe,1,58.3801207,26.72245,
TAZ,7656,Dashoguz,TM,,Turkmenistan,TKM,EEUR,,Central/Eastern Europe,EU,Europe,1,41.83358,59.9590079,
TBA,7657,Tabibuga,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.5696214,144.6596498,
TBB,7658,Tuy Hoa,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,13.0877226,109.2993584,
TBC,7659,Tuba City,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,34.99629775,-89.57732794,
TBD,7660,Timbiqui,CO,,Colombia,COL,SAME,,South America,AM,America,1,2.7705138,-77.6643122,
TBE,7661,Timbunke,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.1910307,143.5184074,
